Date,Price,Open,High,Low,Volume,Change
07/01/19,10771.8,10804.85,10835.95,10750.15,269.37M,0.41%
08/01/19,10802.15,10786.25,10818.45,10733.25,277.70M,0.28%
09/01/19,10855.15,10862.4,10870.4,10749.4,333.01M,0.49%
10/01/19,10821.6,10859.35,10859.35,10801.8,254.36M,-0.31%
11/01/19,10794.95,10834.75,10850.15,10739.4,260.79M,-0.25%
14/01/19,10737.6,10807,10808,10692.35,298.77M,-0.53%
15/01/19,10886.8,10777.55,10896.95,10777.55,310.74M,1.39%
16/01/19,10890.3,10899.65,10928.15,10876.9,276.54M,0.03%
17/01/19,10905.2,10920.85,10930.65,10844.65,271.68M,0.14%
18/01/19,10906.95,10914.85,10928.2,10852.2,323.81M,0.02%
21/01/19,10961.85,10919.35,10987.45,10885.75,288.83M,0.50%
22/01/19,10922.75,10949.8,10949.8,10864.15,300.77M,-0.36%
23/01/19,10831.5,10931.05,10944.8,10811.95,298.88M,-0.84%
24/01/19,10849.8,10844.05,10866.6,10798.65,361.08M,0.17%
25/01/19,10780.55,10859.75,10931.7,10756.45,463.44M,-0.64%
28/01/19,10661.55,10792.45,10804.45,10630.95,419.68M,-1.10%
29/01/19,10652.2,10653.7,10690.35,10583.65,356.91M,-0.09%
30/01/19,10651.8,10702.25,10710.2,10612.85,410.11M,0.00%
31/01/19,10830.95,10690.55,10838.05,10678.55,604.82M,1.68%
01/02/19,10893.65,10851.35,10983.45,10813.45,482.27M,0.58%
04/02/19,10912.25,10876.75,10927.9,10814.15,318.30M,0.17%
05/02/19,10934.35,10908.65,10956.7,10886.7,268.10M,0.20%
06/02/19,11062.45,10965.1,11072.6,10962.7,298.51M,1.17%
07/02/19,11069.4,11070.45,11118.1,11043.6,263.54M,0.06%
08/02/19,10943.6,11023.5,11041.2,10925.45,352.79M,-1.14%
11/02/19,10888.8,10930.9,10930.9,10857.1,285.98M,-0.50%
12/02/19,10831.4,10879.7,10910.9,10823.8,292.32M,-0.53%
13/02/19,10793.65,10870.55,10891.65,10772.1,321.96M,-0.35%
14/02/19,10746.05,10786.1,10792.7,10718.75,627.04M,-0.44%
15/02/19,10724.4,10780.25,10785.75,10620.4,521.88M,-0.20%
18/02/19,10640.95,10738.65,10759.9,10628.4,345.44M,-0.78%
19/02/19,10604.35,10636.7,10722.85,10585.65,291.51M,-0.34%
20/02/19,10735.45,10655.45,10752.7,10646.4,289.20M,1.24%
21/02/19,10789.85,10744.1,10808.85,10721.5,279.58M,0.51%
22/02/19,10791.65,10782.7,10801.55,10758.4,396.85M,0.02%
25/02/19,10880.1,10813.25,10887.1,10788.05,385.90M,0.82%
26/02/19,10835.3,10775.3,10888.75,10729.3,414.95M,-0.41%
27/02/19,10806.65,10881.2,10939.7,10751.2,381.08M,-0.26%
28/02/19,10792.5,10865.7,10865.7,10784.85,644.16M,-0.13%
01/03/19,10863.5,10842.65,10877.9,10823.1,308.53M,0.66%
05/03/19,10987.45,10864.85,10994.9,10817,373.22M,1.14%
06/03/19,11053,11024.85,11062.3,10998.85,372.55M,0.60%
07/03/19,11058.2,11077.95,11089.05,11027.1,321.21M,0.05%
08/03/19,11035.4,11038.85,11049,11008.95,326.57M,-0.21%
11/03/19,11168.05,11068.75,11180.9,11059.85,352.24M,1.20%
12/03/19,11301.2,11231.35,11320.4,11227,391.31M,1.19%
13/03/19,11341.7,11326.2,11352.3,11276.6,383.00M,0.36%
14/03/19,11343.25,11382.5,11383.45,11313.75,294.48M,0.01%
15/03/19,11426.85,11376.85,11487,11370.8,463.70M,0.74%
18/03/19,11462.2,11473.85,11530.15,11412.5,320.25M,0.31%
19/03/19,11532.4,11500.3,11543.85,11451.25,326.10M,0.61%
20/03/19,11521.05,11553.35,11556.1,11503.1,366.30M,-0.10%
22/03/19,11456.9,11549.2,11572.8,11434.55,386.19M,-0.56%
25/03/19,11354.25,11395.65,11395.65,11311.6,294.46M,-0.90%
26/03/19,11483.25,11375.2,11496.75,11352.45,282.58M,1.14%
27/03/19,11445.05,11531.45,11546.2,11413,350.45M,-0.33%
28/03/19,11570,11463.65,11588.5,11452.45,527.68M,1.09%
29/03/19,11623.9,11625.45,11630.35,11570.15,416.28M,0.47%
01/04/19,11669.15,11665.2,11738.1,11644.75,379.57M,0.39%
02/04/19,11713.2,11711.55,11729.35,11655.85,386.13M,0.38%
03/04/19,11643.95,11735.3,11761,11629.15,365.76M,-0.59%
04/04/19,11598,11660.2,11662.55,11559.2,349.03M,-0.39%
05/04/19,11665.95,11638.4,11689.65,11609.5,266.67M,0.59%
08/04/19,11604.5,11704.35,11710.3,11549.1,260.93M,-0.53%
09/04/19,11671.95,11612.05,11683.9,11569.7,300.47M,0.58%
10/04/19,11584.3,11646.85,11680.05,11571.75,359.94M,-0.75%
11/04/19,11596.7,11592.55,11606.7,11550.55,279.78M,0.11%
12/04/19,11643.45,11612.85,11657.35,11578.8,246.01M,0.40%
15/04/19,11690.35,11667,11704.6,11648.25,290.00M,0.40%
16/04/19,11787.15,11736.2,11810.95,11731.55,354.32M,0.83%
18/04/19,11752.8,11856.15,11856.15,11738.5,339.65M,-0.29%
22/04/19,11594.45,11727.05,11727.05,11583.95,260.36M,-1.35%
23/04/19,11575.95,11612.95,11645.95,11564.8,272.54M,-0.16%
24/04/19,11726.15,11601.5,11740.85,11578.85,335.20M,1.30%
25/04/19,11641.8,11735.7,11796.75,11624.3,604.36M,-0.72%
26/04/19,11754.65,11683.75,11762.9,11661.75,333.48M,0.97%
30/04/19,11748.15,11748.75,11756.25,11655.9,532.63M,-0.06%
02/05/19,11724.75,11725.55,11789.3,11699.55,380.28M,-0.20%
03/05/19,11712.25,11722.6,11770.9,11699.35,305.52M,-0.11%
06/05/19,11598.25,11605.8,11632.55,11571.35,299.05M,-0.97%
07/05/19,11497.9,11651.5,11657.05,11484.45,337.50M,-0.87%
08/05/19,11359.45,11478.7,11479.1,11346.95,372.83M,-1.20%
09/05/19,11301.8,11322.4,11357.6,11255.05,373.03M,-0.51%
10/05/19,11278.9,11314.15,11345.8,11251.05,387.32M,-0.20%
13/05/19,11148.2,11258.7,11300.2,11125.6,357.59M,-1.16%
14/05/19,11222.05,11151.65,11294.75,11108.3,398.12M,0.66%
15/05/19,11157,11271.7,11286.8,11136.95,414.17M,-0.58%
16/05/19,11257.1,11180.35,11281.55,11143.35,350.74M,0.90%
17/05/19,11407.15,11261.9,11426.15,11259.85,412.11M,1.33%
20/05/19,11828.25,11651.9,11845.2,11591.7,452.10M,3.69%
21/05/19,11709.1,11863.65,11883.55,11682.8,381.04M,-1.01%
22/05/19,11737.9,11727.95,11784.8,11682.4,355.87M,0.25%
23/05/19,11657.05,11901.3,12041.15,11614.5,569.03M,-0.69%
24/05/19,11844.1,11748,11859,11658.1,374.64M,1.60%
27/05/19,11924.75,11855.5,11957.15,11812.4,348.36M,0.68%
28/05/19,11928.75,11958.35,11958.55,11864.9,598.31M,0.03%
29/05/19,11861.1,11905.8,11931.9,11836.8,318.07M,-0.57%
30/05/19,11945.9,11865.3,11968.55,11859.4,421.20M,0.71%
31/05/19,11922.8,11999.8,12039.25,11829.45,438.88M,-0.19%
03/06/19,12088.55,11953.75,12103.05,11920.1,315.30M,1.39%
04/06/19,12021.65,12052.65,12095.2,12005.85,289.22M,-0.55%
06/06/19,11843.75,12039.8,12039.8,11830.25,415.21M,-1.48%
07/06/19,11870.65,11865.2,11897.5,11769.5,302.46M,0.23%
10/06/19,11922.7,11934.9,11975.05,11871.75,303.33M,0.44%
11/06/19,11965.6,11959.85,12000.35,11904.35,332.18M,0.36%
12/06/19,11906.2,11962.45,11962.45,11866.35,283.72M,-0.50%
13/06/19,11914.05,11873.9,11931.35,11817.05,447.90M,0.07%
14/06/19,11823.3,11910.1,11911.85,11797.7,390.30M,-0.76%
17/06/19,11672.15,11844,11844.05,11657.75,295.53M,-1.28%
18/06/19,11691.5,11677.05,11727.2,11641.15,365.53M,0.17%
19/06/19,11691.45,11744.45,11802.5,11625.1,446.93M,0.00%
20/06/19,11831.75,11653.65,11843.5,11635.05,442.02M,1.20%
21/06/19,11724.1,11827.6,11827.95,11705.1,468.43M,-0.91%
24/06/19,11699.65,11725.8,11754,11670.2,277.62M,-0.21%
25/06/19,11796.45,11681,11814.4,11651,300.48M,0.83%
26/06/19,11847.55,11768.15,11871.85,11757.55,327.88M,0.43%
27/06/19,11841.55,11860.85,11911.15,11821.05,480.17M,-0.05%
28/06/19,11788.85,11861.15,11871.7,11775.5,303.89M,-0.45%
01/07/19,11865.6,11839.9,11884.65,11830.8,278.42M,0.65%
02/07/19,11910.3,11890.3,11917.45,11814.7,363.20M,0.38%
03/07/19,11916.75,11932.15,11945.2,11887.05,340.53M,0.05%
04/07/19,11946.75,11928.8,11969.25,11923.65,333.60M,0.25%
05/07/19,11811.15,11964.75,11981.75,11797.9,530.72M,-1.14%
08/07/19,11558.6,11770.4,11771.9,11523.3,464.03M,-2.14%
09/07/19,11555.9,11531.6,11582.55,11461,442.52M,-0.02%
10/07/19,11498.9,11536.15,11593.7,11475.65,337.57M,-0.49%
11/07/19,11582.9,11561.45,11599,11519.5,317.26M,0.73%
12/07/19,11552.5,11601.15,11639.55,11538.6,359.42M,-0.26%
15/07/19,11588.35,11614.75,11618.4,11532.3,368.79M,0.31%
16/07/19,11662.6,11596.65,11670.05,11573.95,480.16M,0.64%
17/07/19,11687.5,11670.75,11706.65,11651.15,464.83M,0.21%
18/07/19,11596.9,11675.6,11677.15,11582.4,498.26M,-0.78%
19/07/19,11419.25,11627.95,11640.35,11399.3,446.05M,-1.53%
22/07/19,11346.2,11392.85,11398.15,11301.25,516.04M,-0.64%
23/07/19,11331.05,11372.25,11398.15,11302.8,458.93M,-0.13%
24/07/19,11271.3,11322.45,11359.75,11229.8,413.20M,-0.53%
25/07/19,11252.15,11290.4,11361.4,11239.35,553.68M,-0.17%
26/07/19,11284.3,11247.45,11307.6,11210.05,522.67M,0.29%
29/07/19,11189.2,11307.5,11310.95,11152.4,482.86M,-0.84%
30/07/19,11085.4,11213.7,11267.45,11072.65,479.06M,-0.93%
31/07/19,11118,11034.05,11145.3,10999.4,536.69M,0.29%
01/08/19,10980,11060.2,11076.75,10881,499.92M,-1.24%
02/08/19,10997.35,10930.3,11080.15,10848.95,547.42M,0.16%
05/08/19,10862.6,10895.8,10895.8,10782.6,506.56M,-1.23%
06/08/19,10948.25,10815.4,11018.55,10813.8,517.89M,0.79%
07/08/19,10855.5,10958.1,10975.65,10835.9,548.47M,-0.85%
08/08/19,11032.45,10899.2,11058.05,10842.95,482.47M,1.63%
09/08/19,11109.65,11087.9,11181.45,11062.8,538.06M,0.70%
13/08/19,10925.85,11139.4,11145.9,10901.6,624.64M,-1.65%
14/08/19,11029.4,11003.25,11078.15,10935.6,511.54M,0.95%
16/08/19,11047.8,11043.65,11068.65,10924.3,470.91M,0.17%
19/08/19,11053.9,11094.8,11146.9,11037.85,369.49M,0.06%
20/08/19,11017,11063.9,11076.3,10985.3,444.72M,-0.33%
21/08/19,10918.7,11018.15,11034.2,10906.65,557.87M,-0.89%
22/08/19,10741.35,10905.3,10908.25,10718.3,668.19M,-1.62%
23/08/19,10829.35,10699.6,10862.55,10637.15,667.08M,0.82%
26/08/19,11057.85,11000.3,11070.3,10756.55,684.14M,2.11%
27/08/19,11105.35,11106.55,11141.75,11049.5,685.55M,0.43%
28/08/19,11046.1,11101.3,11129.65,10987.65,549.96M,-0.53%
29/08/19,10948.3,10996.05,11021.1,10922.4,649.88M,-0.89%
30/08/19,11023.25,10987.8,11042.6,10874.8,628.15M,0.68%
03/09/19,10797.9,10960.95,10967.5,10772.7,483.04M,-2.04%
04/09/19,10844.65,10790.4,10858.75,10746.35,508.78M,0.43%
05/09/19,10847.9,10860.95,10920.1,10816,595.70M,0.03%
06/09/19,10946.2,10883.8,10957.05,10867.45,497.21M,0.91%
09/09/19,11003.05,10936.7,11028.85,10889.8,412.47M,0.52%
11/09/19,11035.7,11028.5,11054.8,11011.65,687.14M,0.30%
12/09/19,10982.8,11058.3,11081.75,10964.95,551.44M,-0.48%
13/09/19,11075.9,10986.8,11084.45,10945.75,624.31M,0.85%
16/09/19,11003.5,10994.85,11052.7,10968.2,434.45M,-0.65%
17/09/19,10817.6,11000.1,11000.1,10796.5,482.01M,-1.69%
18/09/19,10840.65,10872.8,10885.15,10804.85,519.16M,0.21%
19/09/19,10704.8,10845.2,10845.2,10670.25,642.60M,-1.25%
20/09/19,11274.2,10746.8,11381.9,10691,1.36B,5.32%
23/09/19,11600.2,11542.7,11694.85,11471.35,882.83M,2.89%
24/09/19,11588.2,11590.7,11655.05,11539.2,651.72M,-0.10%
25/09/19,11440.2,11564.85,11564.95,11416.1,629.05M,-1.28%
26/09/19,11571.2,11469.85,11610.85,11466.35,844.47M,1.15%
27/09/19,11512.4,11556.35,11593.6,11499.75,650.02M,-0.51%
30/09/19,11474.45,11491.15,11508.25,11390.8,756.85M,-0.33%
01/10/19,11359.9,11515.4,11554.2,11247.9,1.31B,-1.00%
03/10/19,11314,11322.25,11370.4,11257.35,1.02B,-0.40%
04/10/19,11174.75,11388.45,11400.3,11158.35,928.52M,-1.23%
07/10/19,11126.4,11196.2,11233.85,11112.65,733.20M,-0.43%
09/10/19,11313.3,11152.95,11321.6,11090.15,741.15M,1.68%
10/10/19,11234.55,11280.5,11293.35,11208.55,562.02M,-0.70%
11/10/19,11305.05,11257.7,11362.9,11189.4,737.80M,0.63%
14/10/19,11341.15,11335.9,11420.45,11290.05,587.58M,0.32%
15/10/19,11428.3,11360.85,11462.35,11342.1,527.40M,0.77%
16/10/19,11464,11464.95,11481.05,11411.1,533.47M,0.31%
17/10/19,11586.35,11466.3,11599.1,11439.65,797.57M,1.07%
18/10/19,11661.85,11580.3,11684.7,11553.15,853.44M,0.65%
22/10/19,11588.35,11657.15,11714.35,11573.65,867.60M,-0.63%
23/10/19,11604.1,11596.2,11651.6,11554.4,664.16M,0.14%
24/10/19,11582.6,11661.65,11679.6,11534.65,700.48M,-0.19%
25/10/19,11583.9,11646.15,11646.9,11490.75,812.03M,0.01%
29/10/19,11786.85,11643.95,11809.4,11627.35,951.72M,1.75%
30/10/19,11844.1,11883.9,11883.95,11784.45,725.22M,0.49%
31/10/19,11877.45,11890.45,11945,11855.1,1.41B,0.28%
01/11/19,11890.6,11886.6,11918.3,11843.35,855.34M,0.11%
